plate_no,rolling_date,scale,spec_long,spec_country,steel_kind,pt_thick,pt_width,pt_length,hsb,fur_no,fur_input_row,fur_heat_temp,fur_heat_time,fur_soak_temp,fur_soak_time,fur_total_time,fur_ex_temp,rolling_method,rolling_temp,descaling_count,work_group
PLT_1852,09JAN2023:05:36:50,양품,LR-AH32,영국,C,16,2400,43500,적용,3호기,2열,1167,79,1162,59,195,1162,CR(제어압연),1000,10,4조
PLT_1853,09JAN2023:05:44:48,불량,SA283-C,미국,C,20,2400,35300,적용,1호기,1열,1173,89,1159,52,232,1159,CR(제어압연),1001,8,4조
PLT_1854,09JAN2023:05:57:05,양품,LR-AH32,영국,C,19,2300,42800,적용,1호기,2열,1184,85,1168,54,236,1168,CR(제어압연),949,10,4조
PLT_1855,09JAN2023:06:07:49,양품,NK-KA32,일본,C,19,2300,42800,적용,1호기,2열,1184,85,1168,54,196,1168,CR(제어압연),949,10,4조
PLT_1856,09JAN2023:06:20:44,불량,NV-A32,영국,C,19,2300,42800,적용,1호기,2열,1184,85,1168,54,218,1168,CR(제어압연),949,9,4조
PLT_1857,09JAN2023:06:31:12,양품,JS-SM490YA,일본,C,19,2000,38800,적용,2호기,1열,1146,81,1151,61,208,1151,CR(제어압연),1000,10,4조
PLT_1858,09JAN2023:06:43:20,불량,JS-SM490A,일본,C,30,2300,30700,적용,2호기,2열,1150,87,1154,54,229,1154,CR(제어압연),1010,8,4조
PLT_1859,09JAN2023:06:52:59,양품,V42JBN3,한국,C,32,2200,30600,적용,3호기,1열,1141,73,1153,65,196,1153,CR(제어압연),921,8,4조
PLT_1860,09JAN2023:07:02:20,불량,JS-SM400A,일본,C,100,2300,9500,적용,3호기,2열,1144,85,1150,52,219,1150,CR(제어압연),1050,6,3조
PLT_1861,09JAN2023:07:10:12,불량,JS-SM400A,일본,C,100,2300,9500,적용,1호기,1열,1130,78,1137,61,206,1137,CR(제어압연),1037,6,3조
PLT_1862,09JAN2023:07:22:25,양품,LR-AH32,영국,C,19,2700,49800,적용,1호기,2열,1164,72,1158,60,218,1158,CR(제어압연),961,10,3조
PLT_1863,09JAN2023:07:35:16,양품,NV-A32,영국,C,19,2700,49800,적용,1호기,2열,1164,72,1158,60,205,1158,CR(제어압연),961,10,3조
PLT_1864,09JAN2023:07:44:30,양품,LR-AH32,영국,C,16,2700,54700,적용,2호기,1열,1169,69,1160,64,227,1160,CR(제어압연),977,10,3조
PLT_1865,09JAN2023:07:53:41,양품,NK-KA32,일본,C,16,2700,54700,적용,2호기,1열,1169,69,1160,64,214,1160,CR(제어압연),977,10,3조
PLT_1866,09JAN2023:08:04:25,양품,NV-A32,영국,C,16,2700,54700,적용,2호기,1열,1169,69,1160,64,219,1160,CR(제어압연),977,10,3조
PLT_1867,09JAN2023:08:12:54,양품,AB/AH32,미국,C,16,2500,44000,적용,2호기,2열,1167,81,1158,55,237,1158,CR(제어압연),995,10,3조
PLT_1868,09JAN2023:08:18:04,양품,BV-AH32,프랑스,C,16,2500,44000,적용,2호기,2열,1167,81,1158,55,239,1158,CR(제어압연),995,10,3조
PLT_1869,09JAN2023:08:24:52,양품,BV-AH32,프랑스,C,15,2600,51600,적용,3호기,1열,1162,70,1158,63,196,1158,CR(제어압연),965,10,3조
PLT_1870,09JAN2023:08:33:33,양품,NK-KA32,일본,C,15,2600,51600,적용,3호기,1열,1162,70,1158,63,227,1158,CR(제어압연),965,10,3조
PLT_1871,09JAN2023:08:43:14,양품,GL-A32,독일,C,13,2800,49700,적용,3호기,2열,1174,73,1164,64,236,1164,CR(제어압연),948,10,3조
PLT_1872,09JAN2023:08:51:23,양품,GL-A32,독일,C,13,2700,52300,적용,1호기,1열,1148,71,1147,66,210,1147,CR(제어압연),941,10,3조
PLT_1873,09JAN2023:08:57:24,양품,NV-A32,영국,C,13,2700,52300,적용,1호기,1열,1148,71,1147,66,243,1147,CR(제어압연),941,10,3조
PLT_1874,09JAN2023:09:08:16,불량,BV-AH32,프랑스,C,12,2700,53900,미적용,1호기,2열,1169,69,1161,66,221,1161,CR(제어압연),941,10,3조
PLT_1875,09JAN2023:09:19:54,양품,LR-AH32,영국,C,12,2700,53900,적용,1호기,2열,1169,69,1161,66,191,1161,CR(제어압연),941,10,3조
PLT_1876,09JAN2023:09:27:14,불량,AB/AH32,미국,C,13,2700,53700,적용,2호기,1열,1170,78,1161,57,207,1161,CR(제어압연),909,9,3조
PLT_1877,09JAN2023:09:33:18,양품,BV-AH32,프랑스,C,12,2800,54500,적용,2호기,2열,1171,71,1162,67,231,1162,CR(제어압연),936,10,3조
PLT_1878,09JAN2023:09:44:02,양품,AB/AH32,미국,C,13,2700,53600,적용,3호기,1열,1166,67,1157,69,219,1157,CR(제어압연),938,10,3조
PLT_1879,09JAN2023:09:53:02,양품,AB/AH32,미국,C,13,2700,53800,적용,3호기,2열,1183,78,1166,58,216,1166,CR(제어압연),936,10,3조
PLT_1880,09JAN2023:10:00:27,양품,BV-AH32,프랑스,C,13,2700,53600,적용,1호기,1열,1164,69,1157,69,220,1157,CR(제어압연),942,10,3조
PLT_1881,09JAN2023:10:08:00,양품,KR-AH32,한국,C,13,2700,53600,적용,1호기,1열,1164,69,1157,69,239,1157,CR(제어압연),942,10,3조
PLT_1882,09JAN2023:10:22:16,양품,BV-AH32,프랑스,C,13,2800,54900,적용,1호기,2열,1157,69,1155,68,243,1155,CR(제어압연),937,10,3조
PLT_1883,09JAN2023:10:35:08,양품,GL-A32,독일,C,13,2800,54900,적용,1호기,2열,1157,69,1155,68,223,1155,CR(제어압연),937,10,3조
PLT_1884,09JAN2023:10:42:28,양품,NV-A32,영국,C,13,2800,54900,적용,1호기,2열,1157,69,1155,68,221,1155,CR(제어압연),937,10,3조
PLT_1885,09JAN2023:10:47:57,양품,GL-A32,독일,C,14,2600,51400,적용,2호기,1열,1169,79,1164,70,238,1164,CR(제어압연),950,10,3조
PLT_1886,09JAN2023:11:02:07,양품,NK-KA32,일본,C,14,2600,51400,적용,2호기,1열,1169,79,1164,70,204,1164,CR(제어압연),950,10,3조
PLT_1887,09JAN2023:11:11:36,양품,AB/AH32,미국,C,15,2500,50600,적용,2호기,2열,1174,118,1168,68,246,1168,CR(제어압연),996,10,3조
PLT_1888,09JAN2023:11:18:47,양품,GL-A32,독일,C,15,2500,50600,적용,2호기,2열,1174,68,1168,68,200,1168,CR(제어압연),996,10,3조
PLT_1889,09JAN2023:11:25:41,양품,NV-A32,영국,C,15,2500,50600,적용,2호기,2열,1174,101,1168,68,252,1168,CR(제어압연),996,10,3조
PLT_1890,09JAN2023:11:31:30,불량,KS-SM490A,한국,C,30,2500,26700,적용,3호기,1열,1156,107,1155,69,269,1155,CR(제어압연),1016,8,3조
PLT_1891,09JAN2023:11:39:50,불량,A283-C,미국,C,26,2500,30000,적용,3호기,2열,1172,61,1164,57,210,1164,CR(제어압연),1034,8,3조
PLT_1892,09JAN2023:11:50:31,불량,A283-C,미국,C,26,2500,32000,적용,1호기,1열,1162,79,1156,69,242,1156,CR(제어압연),1019,8,3조
PLT_1893,09JAN2023:12:00:23,불량,NV-A,영국,C,25,2700,38100,적용,1호기,2열,1145,69,1149,68,240,1149,CR(제어압연),1005,8,3조
PLT_1894,09JAN2023:12:10:40,불량,KR-A,한국,C,22,2500,38900,적용,2호기,1열,1178,70,1163,56,184,1163,CR(제어압연),1025,8,3조
PLT_1895,09JAN2023:12:23:43,불량,LR-A,영국,C,22,2500,38900,적용,2호기,1열,1178,70,1163,56,205,1163,CR(제어압연),1025,8,3조
PLT_1896,09JAN2023:12:38:22,불량,SA283-C,미국,C,19,2500,34200,적용,2호기,2열,1171,58,1164,56,219,1164,CR(제어압연),1025,9,3조
PLT_1897,09JAN2023:12:46:05,불량,JS-SM490YA,일본,C,19,2000,38800,적용,3호기,1열,1145,61,1152,68,194,1152,CR(제어압연),1033,10,3조
PLT_1898,09JAN2023:12:53:39,불량,JS-SM490YA,일본,C,19,2000,38800,적용,3호기,2열,1168,71,1162,56,210,1162,CR(제어압연),1035,10,3조
PLT_1899,09JAN2023:13:07:13,불량,LR-AH32,영국,C,17,2300,42700,적용,1호기,1열,1171,55,1159,69,199,1159,CR(제어압연),1013,10,3조
PLT_1900,09JAN2023:13:14:30,불량,NV-A32,영국,C,17,2300,42700,적용,1호기,1열,1171,55,1159,69,222,1159,CR(제어압연),1013,10,3조
PLT_1901,09JAN2023:13:26:47,양품,JS-SM490A,일본,C,14,2800,43000,적용,1호기,2열,1130,118,1141,66,251,1141,CR(제어압연),941,10,3조
PLT_1902,09JAN2023:13:34:26,양품,SA283-C,미국,C,14,3100,39400,적용,2호기,1열,1171,69,1168,52,187,1168,CR(제어압연),957,10,3조
PLT_1903,09JAN2023:13:39:27,양품,SA283-C,미국,C,16,3100,32900,적용,2호기,2열,1173,70,1165,51,217,1165,CR(제어압연),975,10,3조
PLT_1904,09JAN2023:13:54:23,양품,SA283-C,미국,C,16,3100,32900,적용,3호기,1열,1156,68,1157,65,194,1157,CR(제어압연),975,10,3조
PLT_1905,09JAN2023:14:07:13,양품,SA283-C,미국,C,18,3100,31500,적용,3호기,2열,1184,67,1167,52,182,1167,CR(제어압연),991,10,3조
PLT_1906,09JAN2023:14:15:02,불량,A283-C,미국,C,19,3100,28600,적용,1호기,1열,1161,62,1156,69,191,1156,CR(제어압연),988,9,3조
PLT_1907,09JAN2023:14:27:23,양품,BV-B,프랑스,C,20,3000,34900,적용,1호기,2열,1146,62,1151,66,217,1151,CR(제어압연),993,8,3조
PLT_1908,09JAN2023:14:32:40,양품,SA283-C,미국,C,20,3100,31500,적용,2호기,1열,1177,71,1172,50,202,1172,CR(제어압연),994,8,3조
PLT_1909,09JAN2023:14:45:01,양품,SA283-C,미국,C,20,3100,33000,적용,2호기,2열,1177,73,1164,47,218,1164,CR(제어압연),989,8,3조
PLT_1910,09JAN2023:14:56:35,양품,BV-AH32,프랑스,C,20,3000,42600,적용,3호기,1열,1165,67,1160,63,210,1160,CR(제어압연),991,8,3조
PLT_1911,09JAN2023:15:09:13,양품,GL-A32,독일,C,20,3000,42600,적용,3호기,1열,1165,67,1160,63,233,1160,CR(제어압연),991,8,3조
PLT_1912,09JAN2023:15:18:20,불량,NK-KA32,일본,C,20,3000,42600,적용,3호기,1열,1165,67,1160,63,185,1160,CR(제어압연),991,7,3조
PLT_1913,09JAN2023:15:23:50,양품,NV-A32,영국,C,20,3000,42600,적용,3호기,1열,1165,67,1160,63,213,1160,CR(제어압연),991,8,3조
PLT_1914,09JAN2023:15:30:20,양품,SA283-C,미국,C,20,3100,29200,적용,3호기,2열,1167,62,1166,60,189,1166,CR(제어압연),982,8,3조
PLT_1915,09JAN2023:15:35:34,불량,SA283-C,미국,C,34,3100,19300,적용,1호기,1열,1181,72,1166,60,192,1166,CR(제어압연),1037,8,3조
PLT_1916,09JAN2023:15:43:35,양품,BV-AH32,프랑스,C,15,3100,51500,적용,2호기,1열,1192,76,1173,42,173,1173,CR(제어압연),956,10,3조
PLT_1917,09JAN2023:15:56:22,양품,KR-AH32,한국,C,15,3100,51500,적용,2호기,1열,1192,76,1173,42,221,1173,CR(제어압연),956,10,3조
PLT_1918,09JAN2023:16:05:54,양품,NK-KA32,일본,C,15,3100,51500,적용,2호기,1열,1192,76,1173,42,215,1173,CR(제어압연),956,10,3조
PLT_1919,09JAN2023:16:20:18,양품,NV-A32,영국,C,15,3100,51500,적용,2호기,1열,1192,76,1173,42,218,1173,CR(제어압연),956,10,3조
PLT_1920,09JAN2023:16:33:04,양품,BV-AH32,프랑스,C,17,3100,46700,적용,1호기,2열,1175,61,1167,66,183,1167,CR(제어압연),960,10,3조
PLT_1921,09JAN2023:16:45:30,양품,NV-A32,영국,C,17,3100,46700,적용,1호기,2열,1175,61,1167,66,207,1167,CR(제어압연),960,10,3조
PLT_1922,09JAN2023:16:51:10,양품,AB/A,미국,C,20,3100,45600,적용,3호기,1열,1170,72,1163,62,226,1163,CR(제어압연),984,10,3조
PLT_1923,09JAN2023:17:02:33,양품,LR-A,영국,C,20,3100,45600,적용,3호기,1열,1170,72,1163,62,195,1163,CR(제어압연),984,10,3조
PLT_1924,09JAN2023:17:13:54,양품,AB/A,미국,C,20,2800,51800,적용,3호기,2열,1180,63,1170,61,221,1170,CR(제어압연),993,8,3조
PLT_1925,09JAN2023:17:20:04,양품,GL-A,독일,C,20,2800,51800,적용,3호기,2열,1180,63,1170,61,221,1170,CR(제어압연),993,8,3조
PLT_1926,09JAN2023:17:28:00,양품,LR-A,영국,C,20,2800,51800,적용,3호기,2열,1180,63,1170,61,206,1170,CR(제어압연),993,8,3조
PLT_1927,09JAN2023:17:40:22,양품,AB/AH32,미국,C,15,3100,51900,적용,2호기,2열,1176,71,1164,57,205,1164,CR(제어압연),927,10,3조
PLT_1928,09JAN2023:17:50:57,양품,LR-AH32,영국,C,15,3100,51900,적용,2호기,2열,1176,71,1164,57,200,1164,CR(제어압연),927,10,3조
PLT_1929,09JAN2023:18:02:31,양품,BV-AH32,프랑스,C,14,2800,50800,적용,1호기,1열,1181,63,1168,64,199,1168,CR(제어압연),947,10,3조
PLT_1930,09JAN2023:18:13:33,불량,LR-AH32,영국,C,14,2800,50800,미적용,1호기,1열,1181,63,1168,64,187,1168,CR(제어압연),947,10,3조
PLT_1931,09JAN2023:18:24:10,양품,AB/AH32,미국,C,14,2800,53700,적용,1호기,2열,1177,63,1165,62,222,1165,CR(제어압연),941,10,3조
PLT_1932,09JAN2023:18:30:04,양품,LR-AH32,영국,C,14,2800,53700,적용,1호기,2열,1177,63,1165,62,194,1165,CR(제어압연),941,10,3조
PLT_1933,09JAN2023:18:39:17,불량,KR-AH32,한국,C,20,3100,47000,적용,3호기,1열,1177,72,1164,60,221,1164,CR(제어압연),1004,10,3조
PLT_1934,09JAN2023:18:45:53,불량,LR-AH32,영국,C,20,3100,47000,적용,3호기,1열,1177,72,1164,60,190,1164,CR(제어압연),1004,10,3조
PLT_1935,09JAN2023:18:55:46,양품,LR-AH32,영국,C,20,2900,49400,적용,3호기,2열,1177,72,1166,60,237,1166,CR(제어압연),998,10,3조
PLT_1936,09JAN2023:19:06:17,양품,NV-A32,영국,C,20,2900,49400,적용,3호기,2열,1177,72,1166,60,231,1166,CR(제어압연),998,10,4조
PLT_1937,09JAN2023:19:21:13,양품,NK-KA32,일본,C,13,2800,52700,적용,2호기,1열,1183,73,1165,55,194,1165,CR(제어압연),937,10,4조
PLT_1938,09JAN2023:19:30:21,양품,GL-A32,독일,C,13,3100,49600,적용,2호기,2열,1188,71,1166,58,194,1166,CR(제어압연),942,10,4조
PLT_1939,09JAN2023:19:40:25,양품,LR-AH32,영국,C,13,3100,49600,적용,2호기,2열,1188,71,1166,58,214,1166,CR(제어압연),942,10,4조
PLT_1940,09JAN2023:19:50:48,양품,NK-KA32,일본,C,13,3100,49600,적용,2호기,2열,1188,71,1166,58,217,1166,CR(제어압연),942,10,4조
PLT_1941,09JAN2023:20:04:46,양품,NK-KA32,일본,C,13,2900,52800,적용,1호기,1열,1192,63,1173,64,198,1173,CR(제어압연),938,10,4조
PLT_1942,09JAN2023:20:12:53,양품,NK-KA32,일본,C,13,2900,52900,적용,1호기,2열,1185,62,1170,63,181,1170,CR(제어압연),943,10,4조
PLT_1943,09JAN2023:20:26:11,양품,LR-A,영국,C,13,3100,49200,적용,2호기,1열,1164,70,1159,52,222,1159,CR(제어압연),915,10,4조
PLT_1944,09JAN2023:20:31:17,양품,LR-AH32,영국,C,13,3000,47800,적용,2호기,2열,1171,65,1163,58,191,1163,CR(제어압연),928,10,4조
PLT_1945,09JAN2023:20:44:39,양품,NK-KA32,일본,C,13,3000,47800,적용,2호기,2열,1171,65,1163,58,182,1163,CR(제어압연),928,10,4조
PLT_1946,09JAN2023:20:56:45,양품,NV-A32,영국,C,13,3000,47800,적용,2호기,2열,1171,65,1163,58,219,1163,CR(제어압연),928,10,4조
PLT_1947,09JAN2023:21:09:49,불량,AB/AH32,미국,C,13,3000,54000,적용,3호기,1열,1182,62,1166,65,194,1166,CR(제어압연),931,9,4조
PLT_1948,09JAN2023:21:22:32,양품,NK-KA32,일본,C,13,3000,54000,적용,3호기,1열,1182,62,1166,65,187,1166,CR(제어압연),931,10,4조
PLT_1949,09JAN2023:21:36:15,양품,NK-KA32,일본,C,13,2800,52700,적용,3호기,2열,1176,70,1162,67,208,1162,CR(제어압연),932,10,4조
PLT_1950,09JAN2023:21:49:03,양품,LR-AH32,영국,C,13,2900,49100,적용,1호기,1열,1186,66,1170,59,193,1170,CR(제어압연),926,10,4조
PLT_1951,09JAN2023:22:02:14,양품,NK-KA32,일본,C,13,2900,49100,적용,1호기,1열,1186,66,1170,59,214,1170,CR(제어압연),926,10,4조
PLT_1952,09JAN2023:22:16:17,양품,GL-A32,독일,C,12,2900,53500,적용,2호기,1열,1161,56,1160,54,215,1160,CR(제어압연),891,10,4조
PLT_1953,09JAN2023:22:26:43,양품,LR-AH32,영국,C,12,2900,53500,적용,2호기,1열,1161,56,1160,54,191,1160,CR(제어압연),891,10,4조
PLT_1954,09JAN2023:22:38:19,양품,AB/AH32,미국,C,12,2800,54400,적용,1호기,2열,1172,60,1161,74,206,1161,CR(제어압연),919,10,4조
PLT_1955,09JAN2023:22:50:43,양품,GL-A32,독일,C,12,2800,54400,적용,1호기,2열,1172,60,1161,74,216,1161,CR(제어압연),919,10,4조
PLT_1956,09JAN2023:23:02:08,양품,LR-AH32,영국,C,12,3000,51700,적용,2호기,2열,1181,71,1164,56,197,1164,CR(제어압연),926,10,4조
PLT_1957,09JAN2023:23:10:47,양품,NV-A32,영국,C,12,3000,51700,적용,2호기,2열,1181,71,1164,56,184,1164,CR(제어압연),926,10,4조
PLT_1958,09JAN2023:23:16:44,양품,GL-A32,독일,C,12,2900,51800,적용,3호기,1열,1172,70,1163,71,207,1163,CR(제어압연),936,10,4조
PLT_1959,09JAN2023:23:22:46,양품,LR-AH32,영국,C,12,2900,51800,적용,3호기,1열,1172,70,1163,71,242,1163,CR(제어압연),936,10,4조
PLT_1960,09JAN2023:23:34:59,양품,GL-A32,독일,C,12,2900,51800,적용,3호기,2열,1180,65,1162,65,233,1162,CR(제어압연),878,10,4조
PLT_1961,09JAN2023:23:49:44,불량,LR-AH32,영국,C,12,2900,51800,미적용,3호기,2열,1180,65,1162,65,188,1162,CR(제어압연),878,10,4조
PLT_1962,10JAN2023:00:04:02,불량,AB/AH32,미국,C,12,2800,54800,적용,1호기,1열,1177,60,1163,65,194,1163,CR(제어압연),887,9,4조
PLT_1963,10JAN2023:00:09:14,양품,GL-A32,독일,C,12,2800,54800,적용,1호기,1열,1177,60,1163,65,183,1163,CR(제어압연),887,10,4조
PLT_1964,10JAN2023:00:22:06,양품,GL-A32,독일,C,12,2900,52300,적용,1호기,2열,1159,106,1156,74,280,1156,CR(제어압연),894,10,4조
PLT_1965,10JAN2023:00:34:21,양품,LR-AH32,영국,C,12,2900,52300,적용,1호기,2열,1159,93,1156,74,258,1156,CR(제어압연),894,10,4조
PLT_1966,10JAN2023:00:45:59,불량,GL-A32,독일,C,12,2900,52900,미적용,3호기,1열,1185,79,1163,58,222,1163,CR(제어압연),902,10,4조
PLT_1967,10JAN2023:00:54:43,양품,LR-AH32,영국,C,12,2900,52900,적용,3호기,1열,1185,79,1163,58,207,1163,CR(제어압연),902,10,4조
PLT_1968,10JAN2023:01:05:57,양품,BV-AH32,프랑스,C,13,2900,51500,적용,3호기,2열,1174,65,1168,58,207,1168,CR(제어압연),908,10,4조
PLT_1969,10JAN2023:01:13:26,양품,LR-AH32,영국,C,13,2900,51500,적용,3호기,2열,1174,65,1168,58,180,1168,CR(제어압연),908,10,4조
PLT_1970,10JAN2023:01:23:07,양품,NV-A32,영국,C,13,2900,51500,적용,3호기,2열,1174,65,1168,58,185,1168,CR(제어압연),908,10,4조
PLT_1971,10JAN2023:01:36:30,양품,GL-A32,독일,C,12,2900,52900,적용,2호기,1열,1160,60,1159,77,232,1159,CR(제어압연),894,10,4조
PLT_1972,10JAN2023:01:42:24,양품,LR-AH32,영국,C,12,2900,52900,적용,2호기,1열,1160,60,1159,77,194,1159,CR(제어압연),894,10,4조
PLT_1973,10JAN2023:01:53:26,양품,AB/AH32,미국,C,12,2900,53300,적용,2호기,2열,1160,69,1160,65,217,1160,CR(제어압연),888,10,4조
PLT_1974,10JAN2023:01:58:57,양품,LR-AH32,영국,C,12,2900,53300,적용,2호기,2열,1160,69,1160,65,216,1160,CR(제어압연),888,10,4조
PLT_1975,10JAN2023:02:04:36,양품,AB/AH32,미국,C,12,3100,50500,적용,1호기,1열,1183,66,1166,68,209,1166,CR(제어압연),896,10,4조
PLT_1976,10JAN2023:02:10:02,양품,KR-AH32,한국,C,12,3100,50500,적용,1호기,1열,1183,66,1166,68,217,1166,CR(제어압연),896,10,4조
PLT_1977,10JAN2023:02:15:05,양품,NV-A32,영국,C,12,3100,50500,적용,1호기,1열,1183,66,1166,68,207,1166,CR(제어압연),896,10,4조
PLT_1978,10JAN2023:02:26:03,양품,LR-AH32,영국,C,12,3000,50100,적용,1호기,2열,1173,55,1164,78,238,1164,CR(제어압연),891,10,4조
PLT_1979,10JAN2023:02:31:29,양품,NK-KA32,일본,C,12,3000,50100,적용,1호기,2열,1173,55,1164,78,199,1164,CR(제어압연),891,10,4조
PLT_1980,10JAN2023:02:45:21,양품,NV-A32,영국,C,12,3000,50100,적용,1호기,2열,1173,55,1164,78,191,1164,CR(제어압연),891,10,4조
PLT_1981,10JAN2023:02:51:09,양품,BV-AH32,프랑스,C,12,3200,52200,적용,2호기,1열,1184,61,1161,63,220,1161,CR(제어압연),916,10,4조
PLT_1982,10JAN2023:02:58:51,양품,LR-AH32,영국,C,12,3200,52200,적용,2호기,1열,1184,61,1161,63,197,1161,CR(제어압연),916,10,4조
PLT_1983,10JAN2023:03:13:17,양품,LR-AH32,영국,C,12,3100,53800,적용,2호기,2열,1174,74,1159,61,227,1159,CR(제어압연),919,10,4조
PLT_1984,10JAN2023:03:21:21,양품,LR-AH32,영국,C,12,3100,53800,적용,3호기,1열,1179,65,1163,71,215,1163,CR(제어압연),913,10,4조
PLT_1985,10JAN2023:03:33:20,양품,AB/A,미국,C,17,3500,32300,적용,3호기,2열,1156,65,1160,72,231,1160,CR(제어압연),938,10,4조
PLT_1986,10JAN2023:03:39:07,양품,LR-A,영국,C,17,3500,32300,적용,3호기,2열,1156,65,1160,72,215,1160,CR(제어압연),938,10,4조
PLT_1987,10JAN2023:03:50:18,양품,LR-AH32,영국,C,15,3200,48200,적용,2호기,1열,1150,61,1169,61,218,1169,CR(제어압연),947,10,4조
PLT_1988,10JAN2023:03:56:36,양품,NV-A32,영국,C,15,3200,48200,적용,2호기,1열,1150,61,1169,61,216,1169,CR(제어압연),947,10,4조
PLT_1989,10JAN2023:04:09:30,양품,AB/AH32,미국,C,18,3300,40600,적용,1호기,1열,1174,66,1160,71,239,1160,CR(제어압연),965,10,4조
PLT_1990,10JAN2023:04:23:14,양품,NV-A32,영국,C,18,3300,40600,적용,1호기,1열,1174,66,1160,71,222,1160,CR(제어압연),965,10,4조
PLT_1991,10JAN2023:04:34:10,불량,AB/A,미국,C,20,3600,38600,적용,3호기,1열,1172,72,1164,62,222,1164,CR(제어압연),1005,8,4조
PLT_1992,10JAN2023:04:45:24,불량,BV-A,프랑스,C,20,3600,38600,적용,3호기,1열,1172,72,1164,62,217,1164,CR(제어압연),1005,8,4조
PLT_1993,10JAN2023:04:59:04,불량,LR-A,영국,C,20,3600,38600,적용,3호기,1열,1172,72,1164,62,191,1164,CR(제어압연),1005,8,4조
PLT_1994,10JAN2023:05:11:45,불량,NK-KA,일본,C,20,3600,38600,적용,3호기,1열,1172,72,1164,62,197,1164,CR(제어압연),1005,8,4조
PLT_1995,10JAN2023:05:26:45,양품,LR-A,영국,C,16,3400,48700,적용,3호기,2열,1179,86,1163,45,197,1163,CR(제어압연),940,10,4조
PLT_1996,10JAN2023:05:32:25,양품,BV-A,프랑스,C,19,3400,41500,적용,1호기,2열,1142,55,1151,86,203,1151,CR(제어압연),948,10,4조
PLT_1997,10JAN2023:05:39:19,양품,LR-A,영국,C,19,3400,41500,적용,1호기,2열,1142,55,1151,86,209,1151,CR(제어압연),948,10,4조
PLT_1998,10JAN2023:05:52:41,양품,AB/AH32,미국,C,17,3400,43700,적용,2호기,2열,1169,65,1163,77,227,1163,CR(제어압연),948,10,4조
PLT_1999,10JAN2023:06:01:50,양품,NV-A32,영국,C,17,3400,43700,적용,2호기,2열,1169,65,1163,77,204,1163,CR(제어압연),948,10,4조
PLT_2000,10JAN2023:06:16:27,양품,GL-A32,독일,C,16,3400,54200,적용,3호기,1열,1186,82,1169,45,208,1169,CR(제어압연),957,10,4조
